interface_id,kind,label,method,path_or_interface,data_type,package,field_count,fields_json,usage_count,modules,relationships,verified_example_ids,verified_phases,source_evidence,standalone_doc
ros_type:autonomy_msgs/msg/VehicleInfo,ros_type,autonomy_msgs/msg/VehicleInfo,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/msg/VehicleInfo.msg,,autonomy_msgs,7,"[{""section"":""message"",""type"":""string"",""name"":""vehicle_type""},{""section"":""message"",""type"":""uint8"",""name"":""fuel_status_pct""},{""section"":""message"",""type"":""float32"",""name"":""fuel_hours""},{""section"":""message"",""type"":""uint8"",""name"":""battery_status_pct""},{""section"":""message"",""type"":""float32"",""name"":""battery_hours""},{""section"":""message"",""type"":""SensorProperties[]"",""name"":""sensor_list""},{""section"":""message"",""type"":""float32[]"",""name"":""vehicle_dimensions""}]",0,,,autonomy_vehicle_profile,robot discovery,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/msg/VehicleInfo.msg:1,ros-types/autonomy-msgs-msg-vehicleinfo.md
ros_type:autonomy_msgs/msg/VehicleProfile,ros_type,autonomy_msgs/msg/VehicleProfile,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/msg/VehicleProfile.msg,,autonomy_msgs,3,"[{""section"":""message"",""type"":""uint8"",""name"":""active_autonomy_mode""},{""section"":""message"",""type"":""VehicleConstraints"",""name"":""vehicle_constraints""},{""section"":""message"",""type"":""VehicleInfo"",""name"":""vehicle_info""}]",0,,,autonomy_vehicle_profile,robot discovery,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/msg/VehicleProfile.msg:1,ros-types/autonomy-msgs-msg-vehicleprofile.md
ros_type:c2_msgs/msg/ChangeMissionStatusRequest,ros_type,c2_msgs/msg/ChangeMissionStatusRequest,,backend/fog/centralized-coordination/src/message_packages/c2_msgs/msg/ChangeMissionStatusRequest.msg,,c2_msgs,2,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""mission_id""},{""section"":""message"",""type"":""uint8"",""name"":""mission_request_status""}]",0,,,approve_status_ros; start_status_ros,APPROVE; START,backend/fog/centralized-coordination/src/message_packages/c2_msgs/msg/ChangeMissionStatusRequest.msg:1,ros-types/c2-msgs-msg-changemissionstatusrequest.md
ros_type:c2_msgs/msg/ChangeMissionStatusResponse,ros_type,c2_msgs/msg/ChangeMissionStatusResponse,,backend/fog/centralized-coordination/src/message_packages/c2_msgs/msg/ChangeMissionStatusResponse.msg,,c2_msgs,3,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""mission_id""},{""section"":""message"",""type"":""uint8"",""name"":""mission_status""},{""section"":""message"",""type"":""string<=2000"",""name"":""error_message""}]",0,,,approve_status_response_ros; start_status_response_ros,APPROVE; START,backend/fog/centralized-coordination/src/message_packages/c2_msgs/msg/ChangeMissionStatusResponse.msg:1,ros-types/c2-msgs-msg-changemissionstatusresponse.md
ros_type:c2_msgs/msg/ChangeMissionVehicleRequest,ros_type,c2_msgs/msg/ChangeMissionVehicleRequest,,backend/fog/centralized-coordination/src/message_packages/c2_msgs/msg/ChangeMissionVehicleRequest.msg,,c2_msgs,3,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""mission_id""},{""section"":""message"",""type"":""string[]"",""name"":""vehicule_id_list""},{""section"":""message"",""type"":""uint8"",""name"":""vehicle_changes""}]",0,,,,,backend/fog/centralized-coordination/src/message_packages/c2_msgs/msg/ChangeMissionVehicleRequest.msg:1,ros-types/c2-msgs-msg-changemissionvehiclerequest.md
ros_type:c2_msgs/msg/ChangeMissionVehicleResponse,ros_type,c2_msgs/msg/ChangeMissionVehicleResponse,,backend/fog/centralized-coordination/src/message_packages/c2_msgs/msg/ChangeMissionVehicleResponse.msg,,c2_msgs,1,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""mission_id""}]",0,,,,,backend/fog/centralized-coordination/src/message_packages/c2_msgs/msg/ChangeMissionVehicleResponse.msg:1,ros-types/c2-msgs-msg-changemissionvehicleresponse.md
ros_type:c2_msgs/msg/InitMissionRequest,ros_type,c2_msgs/msg/InitMissionRequest,,backend/fog/centralized-coordination/src/message_packages/c2_msgs/msg/InitMissionRequest.msg,,c2_msgs,2,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""mission_id""},{""section"":""message"",""type"":""string<=10000"",""name"":""mission_config""}]",0,,,init_mission_ros,INIT,backend/fog/centralized-coordination/src/message_packages/c2_msgs/msg/InitMissionRequest.msg:1,ros-types/c2-msgs-msg-initmissionrequest.md
ros_type:c2_msgs/msg/InitMissionResponse,ros_type,c2_msgs/msg/InitMissionResponse,,backend/fog/centralized-coordination/src/message_packages/c2_msgs/msg/InitMissionResponse.msg,,c2_msgs,2,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""mission_id""},{""section"":""message"",""type"":""string<=10000"",""name"":""mission_feedback""}]",0,,,,,backend/fog/centralized-coordination/src/message_packages/c2_msgs/msg/InitMissionResponse.msg:1,ros-types/c2-msgs-msg-initmissionresponse.md
ros_type:c2_msgs/msg/MissionFeedback,ros_type,c2_msgs/msg/MissionFeedback,,backend/fog/centralized-coordination/src/message_packages/c2_msgs/msg/MissionFeedback.msg,,c2_msgs,2,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""mission_id""},{""section"":""message"",""type"":""string"",""name"":""mission_feedback""}]",0,,,mission_feedback_planned,PLANNED,backend/fog/centralized-coordination/src/message_packages/c2_msgs/msg/MissionFeedback.msg:1,ros-types/c2-msgs-msg-missionfeedback.md
ros_type:c2_msgs/msg/SwarmLog,ros_type,c2_msgs/msg/SwarmLog,,backend/fog/centralized-coordination/src/message_packages/c2_msgs/msg/SwarmLog.msg,,c2_msgs,4,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""mission_id""},{""section"":""message"",""type"":""string"",""name"":""log""},{""section"":""message"",""type"":""string"",""name"":""date""},{""section"":""message"",""type"":""uint8"",""name"":""log_type""}]",0,,,,,backend/fog/centralized-coordination/src/message_packages/c2_msgs/msg/SwarmLog.msg:1,ros-types/c2-msgs-msg-swarmlog.md
ros_type:c2_msgs/srv/ChangeMissionStatus,ros_type,c2_msgs/srv/ChangeMissionStatus,,backend/fog/centralized-coordination/src/message_packages/c2_msgs/srv/ChangeMissionStatus.srv,,c2_msgs,5,"[{""section"":""request"",""type"":""unique_identifier_msgs/UUID"",""name"":""mission_id""},{""section"":""request"",""type"":""uint8"",""name"":""mission_request_status""},{""section"":""response"",""type"":""unique_identifier_msgs/UUID"",""name"":""mission_id""},{""section"":""response"",""type"":""uint8"",""name"":""mission_status""},{""section"":""response"",""type"":""string<=2000"",""name"":""error_message""}]",0,,,approve_status_ros; start_status_ros; approve_status_response_ros; start_status_response_ros,APPROVE; START,backend/fog/centralized-coordination/src/message_packages/c2_msgs/srv/ChangeMissionStatus.srv:1,ros-types/c2-msgs-srv-changemissionstatus.md
ros_type:c2_msgs/srv/ChangeMissionVehicle,ros_type,c2_msgs/srv/ChangeMissionVehicle,,backend/fog/centralized-coordination/src/message_packages/c2_msgs/srv/ChangeMissionVehicle.srv,,c2_msgs,4,"[{""section"":""request"",""type"":""unique_identifier_msgs/UUID"",""name"":""mission_id""},{""section"":""request"",""type"":""unique_identifier_msgs/UUID[]"",""name"":""vehicule_id_list""},{""section"":""request"",""type"":""uint8"",""name"":""vehicle_changes""},{""section"":""response"",""type"":""unique_identifier_msgs/UUID"",""name"":""mission_id""}]",0,,,,,backend/fog/centralized-coordination/src/message_packages/c2_msgs/srv/ChangeMissionVehicle.srv:1,ros-types/c2-msgs-srv-changemissionvehicle.md
ros_type:c2_msgs/srv/InitMission,ros_type,c2_msgs/srv/InitMission,,backend/fog/centralized-coordination/src/message_packages/c2_msgs/srv/InitMission.srv,,c2_msgs,4,"[{""section"":""request"",""type"":""unique_identifier_msgs/UUID"",""name"":""mission_id""},{""section"":""request"",""type"":""string<=10000"",""name"":""mission_config""},{""section"":""response"",""type"":""unique_identifier_msgs/UUID"",""name"":""mission_id""},{""section"":""response"",""type"":""string<=10000"",""name"":""mission_feedback""}]",0,,,init_mission_ros; send_tasks,INIT; APPROVE,backend/fog/centralized-coordination/src/message_packages/c2_msgs/srv/InitMission.srv:1,ros-types/c2-msgs-srv-initmission.md
ros_type:centralized_msgs/msg/Agent,ros_type,centralized_msgs/msg/Agent,,backend/fog/planner/ros2ws/src/message_packages/centralized_msgs/msg/Agent.msg,,centralized_msgs,3,"[{""section"":""message"",""type"":""string"",""name"":""agent_id""},{""section"":""message"",""type"":""string"",""name"":""agent_profile""},{""section"":""message"",""type"":""nav_msgs/Odometry"",""name"":""odometry""}]",0,,,planner_agent,robot discovery,backend/fog/planner/ros2ws/src/message_packages/centralized_msgs/msg/Agent.msg:1,ros-types/centralized-msgs-msg-agent.md
ros_type:centralized_msgs/msg/PlanCalculated,ros_type,centralized_msgs/msg/PlanCalculated,,backend/fog/planner/ros2ws/src/message_packages/centralized_msgs/msg/PlanCalculated.msg,,centralized_msgs,2,"[{""section"":""message"",""type"":""string"",""name"":""id""},{""section"":""message"",""type"":""string"",""name"":""plan""}]",0,,,,,backend/fog/planner/ros2ws/src/message_packages/centralized_msgs/msg/PlanCalculated.msg:1,ros-types/centralized-msgs-msg-plancalculated.md
ros_type:centralized_msgs/srv/CreatePlanner,ros_type,centralized_msgs/srv/CreatePlanner,,backend/fog/planner/ros2ws/src/message_packages/centralized_msgs/srv/CreatePlanner.srv,,centralized_msgs,6,"[{""section"":""request"",""type"":""string"",""name"":""id""},{""section"":""request"",""type"":""uint8"",""name"":""priority""},{""section"":""request"",""type"":""Agent[]"",""name"":""agents""},{""section"":""request"",""type"":""string"",""name"":""config""},{""section"":""response"",""type"":""string"",""name"":""id""},{""section"":""response"",""type"":""uint8"",""name"":""state""}]",0,,,planner_create,planning,backend/fog/planner/ros2ws/src/message_packages/centralized_msgs/srv/CreatePlanner.srv:1,ros-types/centralized-msgs-srv-createplanner.md
ros_type:centralized_msgs/srv/DeletePlanner,ros_type,centralized_msgs/srv/DeletePlanner,,backend/fog/planner/ros2ws/src/message_packages/centralized_msgs/srv/DeletePlanner.srv,,centralized_msgs,3,"[{""section"":""request"",""type"":""string"",""name"":""id""},{""section"":""response"",""type"":""string"",""name"":""id""},{""section"":""response"",""type"":""uint8"",""name"":""state""}]",0,,,,,backend/fog/planner/ros2ws/src/message_packages/centralized_msgs/srv/DeletePlanner.srv:1,ros-types/centralized-msgs-srv-deleteplanner.md
ros_type:centralized_msgs/srv/GetAgents,ros_type,centralized_msgs/srv/GetAgents,,backend/fog/planner/ros2ws/src/message_packages/centralized_msgs/srv/GetAgents.srv,,centralized_msgs,3,"[{""section"":""request"",""type"":""unique_identifier_msgs/UUID[]"",""name"":""agent_id_list""},{""section"":""response"",""type"":""centralized_msgs/Agent[]"",""name"":""agents""},{""section"":""response"",""type"":""string<=2000"",""name"":""error_message""}]",0,,,get_agents,planning,backend/fog/planner/ros2ws/src/message_packages/centralized_msgs/srv/GetAgents.srv:1,ros-types/centralized-msgs-srv-getagents.md
ros_type:centralized_msgs/srv/GetPlan,ros_type,centralized_msgs/srv/GetPlan,,backend/fog/planner/ros2ws/src/message_packages/centralized_msgs/srv/GetPlan.srv,,centralized_msgs,3,"[{""section"":""request"",""type"":""string"",""name"":""id""},{""section"":""response"",""type"":""string"",""name"":""id""},{""section"":""response"",""type"":""string"",""name"":""plan""}]",0,,,get_plan,plan retrieval,backend/fog/planner/ros2ws/src/message_packages/centralized_msgs/srv/GetPlan.srv:1,ros-types/centralized-msgs-srv-getplan.md
ros_type:centralized_msgs/srv/UpdatePlannerAgents,ros_type,centralized_msgs/srv/UpdatePlannerAgents,,backend/fog/planner/ros2ws/src/message_packages/centralized_msgs/srv/UpdatePlannerAgents.srv,,centralized_msgs,3,"[{""section"":""request"",""type"":""string"",""name"":""id""},{""section"":""request"",""type"":""Agent[]"",""name"":""agents""},{""section"":""response"",""type"":""string"",""name"":""id""}]",0,,,,,backend/fog/planner/ros2ws/src/message_packages/centralized_msgs/srv/UpdatePlannerAgents.srv:1,ros-types/centralized-msgs-srv-updateplanneragents.md
ros_type:centralized_msgs/srv/UpdatePlannerPriority,ros_type,centralized_msgs/srv/UpdatePlannerPriority,,backend/fog/planner/ros2ws/src/message_packages/centralized_msgs/srv/UpdatePlannerPriority.srv,,centralized_msgs,3,"[{""section"":""request"",""type"":""string"",""name"":""id""},{""section"":""request"",""type"":""uint8"",""name"":""priority""},{""section"":""response"",""type"":""string"",""name"":""id""}]",0,,,,,backend/fog/planner/ros2ws/src/message_packages/centralized_msgs/srv/UpdatePlannerPriority.srv:1,ros-types/centralized-msgs-srv-updateplannerpriority.md
ros_type:environment_msgs/msg/EnvironmentDataGetVersionRequest,ros_type,environment_msgs/msg/EnvironmentDataGetVersionRequest,,backend/fog/centralized-coordination/src/message_packages/environment_msgs/msg/EnvironmentDataGetVersionRequest.msg,,environment_msgs,1,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""request_id""}]",0,,,,,backend/fog/centralized-coordination/src/message_packages/environment_msgs/msg/EnvironmentDataGetVersionRequest.msg:1,ros-types/environment-msgs-msg-environmentdatagetversionrequest.md
ros_type:environment_msgs/msg/EnvironmentDataGetVersionResponse,ros_type,environment_msgs/msg/EnvironmentDataGetVersionResponse,,backend/fog/centralized-coordination/src/message_packages/environment_msgs/msg/EnvironmentDataGetVersionResponse.msg,,environment_msgs,2,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""request_id""},{""section"":""message"",""type"":""uint32"",""name"":""version_nr""}]",0,,,,,backend/fog/centralized-coordination/src/message_packages/environment_msgs/msg/EnvironmentDataGetVersionResponse.msg:1,ros-types/environment-msgs-msg-environmentdatagetversionresponse.md
ros_type:environment_msgs/msg/EnvironmentDataResetRequest,ros_type,environment_msgs/msg/EnvironmentDataResetRequest,,backend/fog/centralized-coordination/src/message_packages/environment_msgs/msg/EnvironmentDataResetRequest.msg,,environment_msgs,1,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""request_id""}]",0,,,,,backend/fog/centralized-coordination/src/message_packages/environment_msgs/msg/EnvironmentDataResetRequest.msg:1,ros-types/environment-msgs-msg-environmentdataresetrequest.md
ros_type:environment_msgs/msg/EnvironmentDataResetResponse,ros_type,environment_msgs/msg/EnvironmentDataResetResponse,,backend/fog/centralized-coordination/src/message_packages/environment_msgs/msg/EnvironmentDataResetResponse.msg,,environment_msgs,2,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""request_id""},{""section"":""message"",""type"":""uint8"",""name"":""result_status""}]",0,,,,,backend/fog/centralized-coordination/src/message_packages/environment_msgs/msg/EnvironmentDataResetResponse.msg:1,ros-types/environment-msgs-msg-environmentdataresetresponse.md
ros_type:environment_msgs/msg/EnvironmentDataUploadRequest,ros_type,environment_msgs/msg/EnvironmentDataUploadRequest,,backend/fog/centralized-coordination/src/message_packages/environment_msgs/msg/EnvironmentDataUploadRequest.msg,,environment_msgs,5,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""request_id""},{""section"":""message"",""type"":""uint32"",""name"":""version_nr""},{""section"":""message"",""type"":""string<=10000"",""name"":""insert_geojson""},{""section"":""message"",""type"":""string<=10000"",""name"":""update_geojson""},{""section"":""message"",""type"":""string<=5000"",""name"":""delete_json""}]",0,,,,,backend/fog/centralized-coordination/src/message_packages/environment_msgs/msg/EnvironmentDataUploadRequest.msg:1,ros-types/environment-msgs-msg-environmentdatauploadrequest.md
ros_type:environment_msgs/msg/EnvironmentDataUploadResponse,ros_type,environment_msgs/msg/EnvironmentDataUploadResponse,,backend/fog/centralized-coordination/src/message_packages/environment_msgs/msg/EnvironmentDataUploadResponse.msg,,environment_msgs,2,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""request_id""},{""section"":""message"",""type"":""uint8"",""name"":""result_status""}]",0,,,,,backend/fog/centralized-coordination/src/message_packages/environment_msgs/msg/EnvironmentDataUploadResponse.msg:1,ros-types/environment-msgs-msg-environmentdatauploadresponse.md
ros_type:environment_msgs/srv/EnvironmentDataGetVersion,ros_type,environment_msgs/srv/EnvironmentDataGetVersion,,backend/fog/centralized-coordination/src/message_packages/environment_msgs/srv/EnvironmentDataGetVersion.srv,,environment_msgs,3,"[{""section"":""request"",""type"":""unique_identifier_msgs/UUID"",""name"":""request_id""},{""section"":""response"",""type"":""unique_identifier_msgs/UUID"",""name"":""request_id""},{""section"":""response"",""type"":""uint32"",""name"":""version_nr""}]",0,,,,,backend/fog/centralized-coordination/src/message_packages/environment_msgs/srv/EnvironmentDataGetVersion.srv:1,ros-types/environment-msgs-srv-environmentdatagetversion.md
ros_type:environment_msgs/srv/EnvironmentDataReset,ros_type,environment_msgs/srv/EnvironmentDataReset,,backend/fog/centralized-coordination/src/message_packages/environment_msgs/srv/EnvironmentDataReset.srv,,environment_msgs,3,"[{""section"":""request"",""type"":""unique_identifier_msgs/UUID"",""name"":""request_id""},{""section"":""response"",""type"":""unique_identifier_msgs/UUID"",""name"":""request_id""},{""section"":""response"",""type"":""uint8"",""name"":""result_status""}]",0,,,,,backend/fog/centralized-coordination/src/message_packages/environment_msgs/srv/EnvironmentDataReset.srv:1,ros-types/environment-msgs-srv-environmentdatareset.md
ros_type:environment_msgs/srv/EnvironmentDataUpload,ros_type,environment_msgs/srv/EnvironmentDataUpload,,backend/fog/centralized-coordination/src/message_packages/environment_msgs/srv/EnvironmentDataUpload.srv,,environment_msgs,7,"[{""section"":""request"",""type"":""unique_identifier_msgs/UUID"",""name"":""request_id""},{""section"":""request"",""type"":""uint32"",""name"":""version_nr""},{""section"":""request"",""type"":""string<=10000"",""name"":""insert_geojson""},{""section"":""request"",""type"":""string<=10000"",""name"":""update_geojson""},{""section"":""request"",""type"":""string<=5000"",""name"":""delete_json""},{""section"":""response"",""type"":""unique_identifier_msgs/UUID"",""name"":""request_id""},{""section"":""response"",""type"":""uint8"",""name"":""result_status""}]",0,,,,,backend/fog/centralized-coordination/src/message_packages/environment_msgs/srv/EnvironmentDataUpload.srv:1,ros-types/environment-msgs-srv-environmentdataupload.md
ros_type:task_msgs/msg/Feedback,ros_type,task_msgs/msg/Feedback,,backend/fog/centralized-coordination/src/message_packages/task_msgs/msg/Feedback.msg,,task_msgs,4,"[{""section"":""message"",""type"":""string"",""name"":""agent_id""},{""section"":""message"",""type"":""uint8"",""name"":""state""},{""section"":""message"",""type"":""TaskFeedback[]"",""name"":""tasks""},{""section"":""message"",""type"":""nav_msgs/Odometry"",""name"":""odometry""}]",0,,,edge_feedback_completed,COMPLETED,backend/fog/centralized-coordination/src/message_packages/task_msgs/msg/Feedback.msg:1,ros-types/task-msgs-msg-feedback.md
ros_type:task_msgs/msg/TaskFeedback,ros_type,task_msgs/msg/TaskFeedback,,backend/fog/centralized-coordination/src/message_packages/task_msgs/msg/TaskFeedback.msg,,task_msgs,3,"[{""section"":""message"",""type"":""string"",""name"":""task_id""},{""section"":""message"",""type"":""uint8"",""name"":""task_state""},{""section"":""message"",""type"":""string"",""name"":""current_objective_id""}]",0,,,edge_feedback_completed,COMPLETED,backend/fog/centralized-coordination/src/message_packages/task_msgs/msg/TaskFeedback.msg:1,ros-types/task-msgs-msg-taskfeedback.md
ros_type:task_msgs/srv/AddTask,ros_type,task_msgs/srv/AddTask,,backend/fog/centralized-coordination/src/message_packages/task_msgs/srv/AddTask.srv,,task_msgs,7,"[{""section"":""request"",""type"":""string"",""name"":""task_id""},{""section"":""request"",""type"":""uint8"",""name"":""task_type""},{""section"":""request"",""type"":""bool"",""name"":""override""},{""section"":""request"",""type"":""string<=1048576"",""name"":""task_config""},{""section"":""request"",""type"":""string"",""name"":""std""},{""section"":""response"",""type"":""string"",""name"":""task_id""},{""section"":""response"",""type"":""uint8"",""name"":""task_state""}]",0,,,add_task,APPROVE,backend/fog/centralized-coordination/src/message_packages/task_msgs/srv/AddTask.srv:1,ros-types/task-msgs-srv-addtask.md
ros_type:task_msgs/srv/ChangeState,ros_type,task_msgs/srv/ChangeState,,backend/fog/centralized-coordination/src/message_packages/task_msgs/srv/ChangeState.srv,,task_msgs,3,"[{""section"":""request"",""type"":""uint8"",""name"":""requested_state""},{""section"":""response"",""type"":""uint8"",""name"":""state""},{""section"":""response"",""type"":""string<=1024"",""name"":""feedback""}]",0,,,,,backend/fog/centralized-coordination/src/message_packages/task_msgs/srv/ChangeState.srv:1,ros-types/task-msgs-srv-changestate.md
ros_type:task_msgs/srv/ChangeTaskState,ros_type,task_msgs/srv/ChangeTaskState,,backend/fog/centralized-coordination/src/message_packages/task_msgs/srv/ChangeTaskState.srv,,task_msgs,5,"[{""section"":""request"",""type"":""string"",""name"":""task_id""},{""section"":""request"",""type"":""uint8"",""name"":""task_requested_state""},{""section"":""response"",""type"":""string"",""name"":""task_id""},{""section"":""response"",""type"":""uint8"",""name"":""task_state""},{""section"":""response"",""type"":""string<=1024"",""name"":""feedback""}]",0,,,change_task_state,START,backend/fog/centralized-coordination/src/message_packages/task_msgs/srv/ChangeTaskState.srv:1,ros-types/task-msgs-srv-changetaskstate.md
